t_ps,Delta_live_meV,Delta_fold_of_A_meV,g1,A_um_inv,lorentzian,mu_nl_meV
9.799999999999999822e-01,6.297452034625838913e-01,1.584696147693226143e-01,8.830342161706169479e-01,1.527614959058396726e+00,5.042646419885926656e-01,2.241170848513263092e-02
9.819999999999999840e-01,6.298196984539825571e-01,1.583580416963602522e-01,8.830534038010859899e-01,1.527741112935553591e+00,5.030140557827450509e-01,2.209933384011631557e-02
9.839999999999999858e-01,6.298941829109876434e-01,1.582469483505540009e-01,8.830723862608568231e-01,1.527866724392939135e+00,5.017667284797679983e-01,2.181219939992648169e-02
9.859999999999999876e-01,6.299686572660488926e-01,1.581363336382043960e-01,8.830916937477659712e-01,1.527991794667181713e+00,5.005226517787498830e-01,2.166531579610582112e-02
9.879999999999999893e-01,6.300431219924629289e-01,1.580261964677679154e-01,8.831113101495602358e-01,1.528116324992472075e+00,4.992818166545933134e-01,2.164735568530228374e-02
9.899999999999999911e-01,6.301175767860328625e-01,1.579165357448172602e-01,8.831307840966696743e-01,1.528240316606261473e+00,4.980442269535789168e-01,2.179918965459695310e-02
9.919999999999999929e-01,6.301920208946686364e-01,1.578073503692009605e-01,8.831497624954868231e-01,1.528363770752473538e+00,4.968098937759398148e-01,2.212470426906744045e-02
9.939999999999999947e-01,6.302664535636106624e-01,1.576986392351202859e-01,8.831682313282407382e-01,1.528486688681417016e+00,4.955788280303666804e-01,2.245552621948064542e-02
9.959999999999999964e-01,6.303408737242686133e-01,1.575904012291937661e-01,8.831863613195507501e-01,1.528609071651974460e+00,4.943510455621736299e-01,2.264769783707425155e-02
9.979999999999999982e-01,6.304152798369651034e-01,1.574826352275305597e-01,8.832044191787205012e-01,1.528730920934911142e+00,4.931265696747632599e-01,2.275856300013824260e-02
1.000000000000000000e+00,6.304896701721800500e-01,1.573753400946476533e-01,8.832226987931293127e-01,1.528852237814099402e+00,4.919054264231335627e-01,2.289590433075863393e-02
